transaction_id,customer_id,amount,currency,payment_method,failure_reason,attempt_number,previous_success_count,previous_failure_count,average_transaction_amount,customer_lifetime_value,days_since_last_purchase,purchase_frequency,subscription_status,device_type,country,hour,day_of_week,recovery_probability,recovered,recovery_time_minutes,recovery_action
TXN017634,CUST00046,3487.91,INR,wallet,incorrect_otp,1,11,2,4107.89,77851.26,63,1.28,active,mobile,UAE,21,1,0.97,1,47,retry
TXN017635,CUST04910,5783.75,INR,upi,bank_timeout,1,9,4,6827.76,68623.81,20,0.458,active,mobile,UK,6,6,0.97,1,34,payment_link
TXN017636,CUST01818,3867.58,INR,card,network_error,1,13,2,2014.7,44515.89,179,0.158,active,desktop,UAE,23,0,0.9548,1,55,payment_link
TXN017637,CUST04353,3307.86,INR,card,bank_timeout,3,8,4,4424.37,54081.27,91,0.728,active,mobile,India,16,2,0.7657,1,26,payment_link
TXN017638,CUST01857,3028.94,INR,card,expired_card,3,8,0,8379.37,74351.66,44,1.344,active,desktop,UK,9,2,0.8358,1,25,retry
TXN017639,CUST01472,12122.86,INR,card,insufficient_funds,1,7,4,6674.13,64221.69,37,0.891,active,desktop,UAE,21,2,0.9367,1,6,retry
TXN017640,CUST04755,2592.44,INR,card,incorrect_otp,1,11,1,1795.34,31066.94,30,0.393,inactive,desktop,Singapore,11,4,0.9267,1,5,retry
TXN017641,CUST00436,1561.48,INR,card,issuer_decline,2,9,5,4001.78,30871.48,54,1.727,trial,mobile,UAE,17,0,0.97,1,12,payment_link
TXN017642,CUST01880,1754.13,INR,upi,network_error,1,9,0,3896.49,61350.18,138,1.638,inactive,tablet,UK,17,5,0.97,1,40,payment_link
TXN017643,CUST03479,3136.77,INR,card,insufficient_funds,3,11,1,4017.23,43346.52,148,0.494,active,tablet,UAE,15,0,0.4639,0,0,reminder
TXN017644,CUST01612,1111.24,INR,upi,issuer_decline,1,4,1,6532.77,34565.06,45,0.608,active,mobile,UAE,23,2,0.94,1,15,payment_link
TXN017645,CUST01263,3184.18,INR,card,incorrect_otp,1,5,1,2359.52,17073.93,1,1.35,trial,mobile,India,4,1,0.943,1,14,retry
TXN017646,CUST02264,5325.89,INR,upi,insufficient_funds,1,5,0,1260.37,7583.76,80,0.032,trial,mobile,UAE,18,6,0.7163,1,56,reminder
TXN017647,CUST03219,2038.61,INR,card,network_error,3,6,2,2727.43,26951.45,140,1.556,inactive,mobile,Singapore,9,0,0.7069,0,0,reminder
TXN017648,CUST04712,2218.25,INR,upi,expired_card,1,7,0,6347.85,48567.46,81,0.405,active,desktop,UK,5,6,0.9082,1,19,retry
TXN017649,CUST01212,1448.62,INR,upi,incorrect_otp,2,3,2,4782.23,18102.97,127,1.388,active,mobile,UK,8,3,0.8861,1,9,retry
TXN017650,CUST02936,3991.02,INR,upi,issuer_decline,1,6,5,1900.12,20766.05,67,0.757,inactive,desktop,Singapore,13,5,0.8329,1,24,payment_link
TXN017651,CUST01670,1484.72,INR,upi,bank_timeout,1,9,1,10329.15,106093.03,44,0.17,active,mobile,UAE,18,2,0.97,1,28,payment_link
TXN017652,CUST02250,951.17,INR,card,bank_timeout,1,5,2,1294.45,6673.07,15,1.313,active,desktop,India,17,4,0.97,1,7,payment_link
TXN017653,CUST04328,41350.82,INR,netbanking,network_error,1,7,2,7404.5,83832.94,155,1.386,active,mobile,Singapore,0,0,0.9484,1,5,payment_link
TXN017654,CUST03898,19184.92,INR,upi,expired_card,1,4,1,6387.12,23141.89,23,1.077,inactive,desktop,India,20,2,0.7851,1,36,retry
TXN017655,CUST03191,13890.61,INR,card,issuer_decline,1,8,2,2043.48,22969.1,174,0.284,active,desktop,India,4,0,0.916,1,25,payment_link
TXN017656,CUST03993,3248.17,INR,card,expired_card,1,11,1,1274.74,15551.35,49,1.108,active,desktop,Singapore,14,6,0.9676,1,46,retry
TXN017657,CUST03113,23760.5,INR,wallet,incorrect_otp,1,6,2,1461.25,12678.24,66,0.125,active,mobile,USA,1,6,0.8592,1,33,retry
TXN017658,CUST00700,1472.12,INR,card,expired_card,1,3,3,3667.26,16712.84,144,0.248,active,mobile,UAE,17,1,0.4329,1,72,escalate
TXN017659,CUST01859,6711.4,INR,upi,bank_timeout,3,8,1,3187.63,40085.41,40,1.071,inactive,desktop,Singapore,5,6,0.8241,1,28,payment_link
TXN017660,CUST04723,30953.9,INR,netbanking,network_error,2,6,1,2900.01,28507.1,3,0.95,active,mobile,India,21,3,0.97,1,23,payment_link
TXN017661,CUST02018,6447.74,INR,netbanking,network_error,2,8,2,918.81,10675.11,153,0.951,active,desktop,UAE,4,2,0.9688,1,16,payment_link
TXN017662,CUST04670,1380.92,INR,wallet,insufficient_funds,2,6,1,2475.24,14429.16,117,1.564,inactive,mobile,USA,6,0,0.3528,1,73,escalate
TXN017663,CUST00550,2646.49,INR,card,network_error,1,13,4,12289.7,218879.12,160,1.778,active,mobile,UAE,9,0,0.97,1,5,payment_link
TXN017664,CUST00109,5250.97,INR,card,bank_timeout,1,6,0,2013.58,21875.95,175,1.542,active,desktop,India,12,4,0.9583,1,25,payment_link
TXN017665,CUST03177,3494.27,INR,upi,issuer_decline,2,10,2,2865.44,29387.5,88,1.826,active,mobile,UAE,6,3,0.9533,1,33,payment_link
TXN017666,CUST00974,2484.48,INR,card,network_error,1,7,1,4094.35,43764.45,107,0.615,active,desktop,Singapore,10,6,0.97,1,12,payment_link
TXN017667,CUST02009,13175.43,INR,wallet,bank_timeout,1,5,1,2317.22,11153.04,36,0.86,active,mobile,UK,13,6,0.97,1,37,payment_link
TXN017668,CUST04824,281.08,INR,netbanking,issuer_decline,1,10,0,1990.28,32803.01,66,1.776,inactive,mobile,UAE,12,5,0.97,1,46,payment_link
TXN017669,CUST03667,1429.6,INR,card,expired_card,3,8,1,2197.16,18606.85,26,0.278,active,mobile,USA,2,2,0.6025,0,0,reminder
TXN017670,CUST00095,10137.32,INR,card,incorrect_otp,4,11,5,11952.63,213784.85,106,0.247,inactive,mobile,Singapore,5,0,0.1055,0,0,escalate
TXN017671,CUST03071,21625.57,INR,card,expired_card,1,8,3,947.59,6148.35,98,1.891,active,mobile,USA,22,1,0.7326,1,47,reminder
TXN017672,CUST04027,6276.7,INR,upi,issuer_decline,1,5,2,1920.08,13508.85,48,1.654,active,mobile,UAE,22,4,0.97,1,29,payment_link
TXN017673,CUST04074,5893.46,INR,card,expired_card,1,11,0,4415.34,41236.1,1,0.873,active,mobile,UK,6,3,0.97,1,7,retry
TXN017674,CUST00915,7775.87,INR,card,expired_card,1,7,1,3669.5,27069.6,90,1.831,active,desktop,UK,6,0,0.9453,1,10,retry
TXN017675,CUST02627,3830.68,INR,upi,issuer_decline,1,10,4,3885.78,38804.47,50,0.055,active,desktop,Singapore,5,2,0.9556,1,37,payment_link
TXN017676,CUST03867,3996.45,INR,wallet,insufficient_funds,1,10,1,3933.65,64309.35,127,1.337,active,desktop,UK,12,1,0.9642,1,12,retry
TXN017677,CUST00810,1946.19,INR,upi,network_error,4,6,1,3750.44,39768.86,7,1.071,active,mobile,UAE,18,1,0.97,1,14,payment_link
TXN017678,CUST00827,1145.2,INR,netbanking,issuer_decline,1,5,3,18863.6,89804.33,31,1.112,trial,mobile,India,21,0,0.97,1,12,payment_link
TXN017679,CUST02724,8581.74,INR,card,bank_timeout,1,13,3,9478.08,167450.96,123,1.966,trial,desktop,UAE,3,0,0.97,1,5,payment_link
TXN017680,CUST02930,3580.94,INR,card,issuer_decline,1,8,1,4337.43,35279.14,136,1.971,active,mobile,USA,14,6,0.97,1,34,payment_link
TXN017681,CUST02331,182.69,INR,upi,issuer_decline,2,11,1,3004.78,63909.31,23,0.415,inactive,mobile,USA,9,0,0.9285,1,19,payment_link
TXN017682,CUST04490,8285.23,INR,card,issuer_decline,1,9,3,5997.42,98346.52,30,0.477,inactive,desktop,India,8,1,0.9049,1,46,payment_link
TXN017683,CUST00462,13816.44,INR,card,issuer_decline,1,15,2,1625.81,29641.53,102,1.144,trial,desktop,UAE,14,2,0.8828,1,16,payment_link
TXN017684,CUST03504,14347.44,INR,wallet,expired_card,2,13,1,2634.4,45486.31,21,1.467,active,mobile,USA,23,3,0.9532,1,15,retry
TXN017685,CUST00249,10638.57,INR,upi,bank_timeout,1,9,1,2361.61,40494.96,12,1.455,active,mobile,Singapore,16,3,0.97,1,19,payment_link
TXN017686,CUST04233,3626.12,INR,card,issuer_decline,2,7,3,2145.0,26885.8,79,1.926,trial,desktop,USA,23,2,0.97,1,36,payment_link
TXN017687,CUST02705,3131.58,INR,card,incorrect_otp,1,6,3,603.53,5464.72,173,1.201,trial,mobile,Singapore,11,0,0.8702,1,57,retry
TXN017688,CUST00204,751.3,INR,card,expired_card,4,12,3,3070.64,69932.16,139,0.793,active,mobile,UK,0,0,0.225,1,78,escalate
TXN017689,CUST02300,1382.52,INR,upi,issuer_decline,2,9,3,777.73,6446.44,97,1.735,trial,tablet,UAE,9,1,0.914,0,0,payment_link
TXN017690,CUST00809,8726.93,INR,upi,bank_timeout,1,6,2,3462.13,20752.07,52,0.966,inactive,desktop,UAE,15,2,0.9537,1,5,payment_link
TXN017691,CUST03135,3270.41,INR,netbanking,issuer_decline,1,12,4,1904.7,22467.92,78,1.781,active,desktop,UAE,9,2,0.97,1,5,payment_link
TXN017692,CUST04428,1938.96,INR,card,insufficient_funds,3,14,2,1390.71,23826.49,91,0.852,trial,tablet,USA,3,4,0.3139,1,79,escalate
TXN017693,CUST02893,10980.27,INR,upi,incorrect_otp,2,10,2,762.73,13468.78,33,1.608,inactive,mobile,India,3,2,0.9271,1,26,retry
TXN017694,CUST00004,8423.98,INR,netbanking,insufficient_funds,1,7,3,1673.51,15630.76,70,0.308,trial,mobile,India,19,1,0.5917,0,0,reminder
TXN017695,CUST00920,3563.72,INR,upi,network_error,2,12,3,9502.5,210420.08,49,1.624,inactive,desktop,India,17,0,0.939,1,14,payment_link
TXN017696,CUST04241,1514.03,INR,netbanking,bank_timeout,2,14,2,4436.91,81202.11,180,0.459,active,tablet,UK,11,0,0.97,1,56,payment_link
TXN017697,CUST02738,1311.6,INR,upi,incorrect_otp,1,4,1,1325.04,8045.77,174,1.645,inactive,desktop,UK,8,4,0.8481,1,50,retry
TXN017698,CUST04520,5550.19,INR,card,network_error,3,13,1,4911.86,65498.44,139,1.338,trial,mobile,USA,12,2,0.9416,1,20,payment_link
TXN017699,CUST02639,5836.46,INR,card,bank_timeout,1,11,4,6616.05,119757.82,124,0.282,inactive,tablet,UK,2,3,0.8084,1,67,payment_link
TXN017700,CUST02547,2628.29,INR,card,network_error,1,4,1,780.34,3942.08,171,0.597,inactive,desktop,UK,7,3,0.7197,1,25,reminder
TXN017701,CUST01865,3648.2,INR,card,issuer_decline,2,7,0,1385.06,18234.96,109,0.783,trial,mobile,India,10,4,0.7978,1,41,payment_link
TXN017702,CUST01734,3189.99,INR,card,insufficient_funds,1,6,0,1598.63,16787.56,84,1.671,inactive,desktop,India,19,0,0.8874,1,26,retry
TXN017703,CUST01504,13056.94,INR,netbanking,network_error,1,11,1,3937.71,59672.53,96,0.105,active,mobile,Singapore,20,5,0.965,1,5,payment_link
TXN017704,CUST02713,1848.04,INR,card,bank_timeout,2,8,3,2395.1,37156.47,98,1.401,trial,mobile,India,4,4,0.9064,1,34,payment_link
TXN017705,CUST00840,5094.25,INR,upi,network_error,2,10,4,2819.98,51420.79,14,0.591,inactive,desktop,Singapore,7,5,0.9459,0,0,payment_link
TXN017706,CUST01042,1185.92,INR,netbanking,insufficient_funds,2,7,2,3691.24,29673.62,15,0.906,active,mobile,Singapore,0,6,0.886,1,36,retry
TXN017707,CUST03193,15562.32,INR,netbanking,expired_card,1,6,1,1760.57,14119.9,137,0.916,active,tablet,UAE,6,3,0.6495,1,60,reminder
TXN017708,CUST02761,2582.69,INR,card,incorrect_otp,2,10,1,1836.51,30445.99,144,0.449,active,mobile,UAE,18,4,0.9222,1,7,retry
TXN017709,CUST04875,669.4,INR,wallet,insufficient_funds,1,13,1,7892.65,196547.61,59,0.976,trial,mobile,UK,22,2,0.97,1,5,retry
TXN017710,CUST03305,1073.02,INR,upi,expired_card,1,8,0,1122.5,14509.67,51,1.687,active,mobile,UAE,16,5,0.97,1,38,retry
TXN017711,CUST04778,1650.33,INR,card,issuer_decline,1,8,3,3749.07,40247.0,106,1.595,active,mobile,UK,3,3,0.97,1,11,payment_link
TXN017712,CUST02985,3718.57,INR,card,bank_timeout,1,8,2,3220.89,21382.47,161,0.103,active,tablet,Singapore,4,1,0.9248,1,5,payment_link
TXN017713,CUST04481,1917.69,INR,card,incorrect_otp,3,6,1,1136.5,10043.53,151,1.597,inactive,tablet,USA,15,3,0.4534,0,0,reminder
TXN017714,CUST02031,11685.11,INR,netbanking,issuer_decline,1,4,2,4210.12,14582.29,157,0.464,inactive,mobile,Singapore,18,0,0.4108,0,0,escalate
TXN017715,CUST03431,10585.03,INR,wallet,insufficient_funds,1,9,0,1858.76,32185.52,32,1.844,active,tablet,USA,22,4,0.9626,1,5,retry
TXN017716,CUST03166,8338.89,INR,card,insufficient_funds,4,14,2,3226.57,52740.43,112,1.474,active,mobile,USA,1,4,0.6564,0,0,reminder
TXN017717,CUST04352,988.58,INR,upi,issuer_decline,1,10,2,762.31,12033.77,69,0.552,active,tablet,India,3,0,0.97,0,0,payment_link
TXN017718,CUST02139,707.78,INR,upi,insufficient_funds,3,11,2,6222.93,84626.82,80,0.564,inactive,mobile,UK,4,6,0.4032,0,0,escalate
TXN017719,CUST02390,1316.13,INR,netbanking,network_error,1,4,2,5284.09,21337.64,41,1.949,inactive,mobile,UAE,4,2,0.9365,1,30,payment_link
TXN017720,CUST00751,3593.74,INR,card,expired_card,1,5,1,8974.34,64727.78,165,1.086,active,desktop,UK,18,2,0.8483,1,28,retry
TXN017721,CUST00343,5626.91,INR,card,incorrect_otp,1,11,0,1456.86,20903.6,7,0.834,active,mobile,Singapore,5,4,0.97,1,25,retry
TXN017722,CUST02521,1837.88,INR,upi,network_error,2,9,5,4067.78,56580.08,76,0.576,inactive,mobile,Singapore,10,5,0.9125,1,58,payment_link
TXN017723,CUST04505,7904.58,INR,netbanking,expired_card,1,5,1,4080.14,31079.07,133,0.223,active,mobile,USA,11,6,0.4843,0,0,reminder
TXN017724,CUST03167,1527.42,INR,card,bank_timeout,1,11,3,2242.86,38387.2,84,0.372,active,tablet,Singapore,19,6,0.97,1,26,payment_link
TXN017725,CUST02698,3632.74,INR,netbanking,network_error,3,8,1,1392.96,14824.44,22,1.43,inactive,tablet,India,8,2,0.9635,1,44,payment_link
TXN017726,CUST02017,2886.39,INR,wallet,incorrect_otp,1,12,2,1838.4,20971.24,94,1.581,active,mobile,Singapore,2,2,0.8912,1,22,retry
TXN017727,CUST02088,4759.41,INR,card,issuer_decline,2,12,0,4727.75,89401.02,174,0.282,active,tablet,UK,11,6,0.9552,1,31,payment_link
TXN017728,CUST01990,576.88,INR,card,expired_card,1,15,2,10934.08,315575.81,45,0.841,trial,mobile,USA,9,3,0.97,1,26,retry
TXN017729,CUST00961,5990.52,INR,netbanking,expired_card,1,8,3,2044.24,30680.08,52,1.09,inactive,desktop,UAE,17,5,0.487,1,85,reminder
TXN017730,CUST00509,4443.81,INR,card,expired_card,3,5,0,6802.71,60455.75,66,0.885,active,tablet,USA,20,5,0.7216,1,45,reminder
TXN017731,CUST01221,2791.49,INR,upi,bank_timeout,1,6,1,1098.23,6865.88,179,0.081,inactive,desktop,UAE,12,4,0.727,1,17,reminder
TXN017732,CUST00823,8817.03,INR,upi,insufficient_funds,1,15,2,449.84,7087.91,169,1.773,active,mobile,UAE,17,3,0.9424,1,31,retry
TXN017733,CUST00604,2669.15,INR,upi,incorrect_otp,1,11,1,4671.7,99781.94,172,0.029,trial,desktop,Singapore,1,2,0.8547,1,26,retry
TXN017734,CUST00147,692.33,INR,card,issuer_decline,1,10,1,1868.58,25975.53,96,1.053,active,desktop,UAE,11,0,0.97,1,54,payment_link
TXN017735,CUST03428,6554.73,INR,card,expired_card,1,4,1,6832.38,22364.29,86,0.256,active,mobile,UK,5,4,0.7201,1,57,reminder
TXN017736,CUST03951,1648.09,INR,card,incorrect_otp,2,9,4,1259.68,12335.03,168,1.706,trial,desktop,India,13,6,0.8202,1,30,retry
TXN017737,CUST04813,3301.33,INR,card,network_error,1,7,3,1996.44,20651.66,27,1.572,active,mobile,UK,10,2,0.97,1,19,payment_link
TXN017738,CUST03170,2149.14,INR,card,issuer_decline,1,8,3,3723.9,55244.19,129,0.742,active,desktop,USA,18,2,0.8848,1,38,payment_link
TXN017739,CUST00086,28678.67,INR,netbanking,network_error,1,6,3,2812.14,15996.47,120,1.578,active,mobile,India,0,6,0.97,1,9,payment_link
TXN017740,CUST03162,2610.67,INR,card,insufficient_funds,1,7,1,5788.62,58676.73,109,0.582,active,desktop,UAE,18,3,0.8382,1,15,retry
TXN017741,CUST03306,673.71,INR,card,issuer_decline,1,9,1,3642.82,38170.12,21,1.499,active,tablet,UK,11,5,0.97,1,48,payment_link
TXN017742,CUST03913,1155.86,INR,card,incorrect_otp,1,8,0,7894.53,121676.59,86,0.378,trial,mobile,Singapore,5,1,0.9162,1,31,retry
TXN017743,CUST00327,21138.24,INR,upi,incorrect_otp,2,9,1,4124.06,44757.35,43,1.984,inactive,mobile,USA,22,1,0.8873,1,30,retry
TXN017744,CUST03066,13009.07,INR,card,incorrect_otp,2,11,2,1098.51,23577.86,142,0.316,active,mobile,UAE,16,5,0.8374,0,0,retry
TXN017745,CUST02549,1440.64,INR,card,expired_card,1,6,2,2476.85,17587.17,104,1.429,trial,mobile,UK,0,3,0.5749,1,59,reminder
TXN017746,CUST00902,8641.55,INR,card,incorrect_otp,3,5,0,762.0,5231.23,16,1.68,inactive,mobile,UAE,0,3,0.8735,1,33,retry
TXN017747,CUST04831,3099.97,INR,upi,issuer_decline,1,9,2,874.95,8758.08,143,0.723,active,mobile,Singapore,18,4,0.97,1,42,payment_link
TXN017748,CUST00618,24579.05,INR,netbanking,network_error,1,5,2,2348.0,10118.5,9,0.553,active,mobile,USA,21,3,0.97,1,21,payment_link
TXN017749,CUST01625,9752.22,INR,upi,expired_card,2,7,2,859.05,5946.32,80,1.353,active,mobile,UK,19,3,0.8521,1,46,retry
TXN017750,CUST02017,3325.72,INR,netbanking,network_error,1,11,1,3014.28,43152.36,13,0.657,active,desktop,USA,8,2,0.9545,1,28,payment_link
TXN017751,CUST03783,7929.5,INR,upi,issuer_decline,2,5,0,2515.68,13337.74,137,1.738,inactive,mobile,Singapore,12,5,0.7992,1,27,payment_link
TXN017752,CUST03445,8258.92,INR,card,network_error,1,7,1,2972.94,35786.23,149,0.908,active,mobile,India,20,0,0.9671,1,58,payment_link
TXN017753,CUST00204,3474.63,INR,upi,insufficient_funds,3,10,0,5636.73,58790.52,153,0.831,inactive,mobile,Singapore,14,1,0.2971,0,0,escalate
TXN017754,CUST01530,1054.54,INR,upi,expired_card,2,3,2,3153.14,12454.14,148,1.12,inactive,desktop,Singapore,17,1,0.1434,0,0,escalate
TXN017755,CUST01400,3999.6,INR,card,insufficient_funds,4,5,4,2327.41,12726.63,168,1.061,active,desktop,UAE,1,3,0.1102,0,0,escalate
TXN017756,CUST02394,6441.55,INR,netbanking,network_error,2,4,1,1253.91,8489.86,122,1.106,active,desktop,Singapore,5,0,0.9214,1,5,payment_link
TXN017757,CUST03714,2082.33,INR,netbanking,issuer_decline,1,5,3,7040.42,58514.09,22,0.444,active,mobile,India,9,4,0.964,1,22,payment_link
TXN017758,CUST00777,4202.97,INR,wallet,network_error,1,8,2,2180.23,33455.46,101,0.429,active,desktop,Singapore,15,0,0.9509,1,26,payment_link
TXN017759,CUST00546,4100.69,INR,upi,network_error,2,7,3,5098.69,68374.7,103,1.741,inactive,desktop,UK,5,6,0.8856,1,35,payment_link
TXN017760,CUST01523,3275.37,INR,card,bank_timeout,2,12,3,7370.71,82694.29,67,1.771,active,desktop,India,8,1,0.97,1,33,payment_link
TXN017761,CUST01118,5980.49,INR,upi,issuer_decline,3,6,2,3447.59,29740.59,103,0.756,active,mobile,USA,1,4,0.7811,0,0,payment_link
TXN017762,CUST04577,1128.81,INR,upi,network_error,2,6,3,4573.41,54241.46,143,1.923,active,mobile,USA,11,3,0.9358,1,5,payment_link
TXN017763,CUST04000,2909.18,INR,upi,expired_card,3,9,2,2014.73,30198.21,5,0.969,trial,mobile,Singapore,17,6,0.7834,1,36,retry
TXN017764,CUST00286,446.36,INR,card,bank_timeout,4,11,1,1822.68,19872.43,87,1.609,active,desktop,India,7,1,0.9689,1,15,payment_link
TXN017765,CUST03619,3195.02,INR,wallet,bank_timeout,3,8,3,5959.26,43380.86,172,1.177,trial,desktop,India,23,2,0.6779,1,60,reminder
TXN017766,CUST03877,5428.58,INR,card,bank_timeout,2,11,0,10441.05,134319.07,102,0.19,active,tablet,India,7,6,0.938,1,20,payment_link
TXN017767,CUST01802,3500.23,INR,wallet,insufficient_funds,2,9,2,3866.02,30919.06,157,1.721,active,desktop,Singapore,1,0,0.7758,1,59,retry
TXN017768,CUST04403,309.55,INR,upi,issuer_decline,2,3,1,1419.19,7200.27,128,0.918,active,desktop,UK,22,6,0.8797,1,55,payment_link
TXN017769,CUST00578,3128.4,INR,upi,issuer_decline,2,6,1,7372.95,56684.89,41,1.067,active,mobile,UAE,17,2,0.9687,1,28,payment_link
TXN017770,CUST02185,610.87,INR,card,expired_card,1,3,1,2209.79,12223.37,141,1.841,active,desktop,India,12,1,0.9194,1,42,retry
TXN017771,CUST04001,1423.32,INR,card,issuer_decline,1,10,0,3235.05,39242.69,82,0.331,trial,desktop,UAE,13,5,0.9615,1,14,payment_link
TXN017772,CUST04587,2430.38,INR,netbanking,insufficient_funds,1,5,4,3695.01,35032.63,6,1.697,trial,mobile,Singapore,15,6,0.97,1,24,retry
TXN017773,CUST01730,3926.75,INR,card,incorrect_otp,2,9,2,3898.23,65055.47,71,1.664,active,mobile,UAE,3,2,0.9114,1,41,retry
TXN017774,CUST03335,4290.16,INR,card,issuer_decline,2,10,2,5579.22,56202.23,174,0.78,active,desktop,USA,4,2,0.9168,0,0,payment_link
TXN017775,CUST02841,7370.54,INR,card,expired_card,1,5,6,7846.97,69941.68,60,0.603,active,mobile,Singapore,23,3,0.6414,1,40,reminder
TXN017776,CUST01887,1817.5,INR,netbanking,network_error,1,10,2,2198.84,21228.57,71,0.344,inactive,mobile,UK,3,4,0.9249,0,0,payment_link
TXN017777,CUST00732,3047.51,INR,netbanking,bank_timeout,1,6,0,3360.39,22160.4,84,1.011,inactive,mobile,Singapore,7,4,0.934,1,5,payment_link
TXN017778,CUST03723,3075.96,INR,card,expired_card,3,8,0,8702.2,136230.81,156,1.704,trial,tablet,India,5,5,0.5902,1,42,reminder
TXN017779,CUST04321,11553.57,INR,card,expired_card,1,4,1,4699.76,32017.1,103,1.349,inactive,mobile,USA,5,1,0.2625,0,0,escalate
TXN017780,CUST00892,14903.2,INR,upi,bank_timeout,1,14,2,3254.53,36488.8,9,1.582,active,desktop,Singapore,7,5,0.97,1,35,payment_link
TXN017781,CUST02441,1246.31,INR,upi,issuer_decline,1,5,0,5072.93,47663.69,131,1.21,active,desktop,Singapore,0,3,0.97,1,5,payment_link
TXN017782,CUST03849,3124.34,INR,netbanking,issuer_decline,2,12,1,1774.31,33695.57,50,0.838,inactive,mobile,UAE,18,3,0.8668,1,20,payment_link
TXN017783,CUST03925,3362.93,INR,upi,network_error,2,3,3,1780.2,9594.17,127,0.771,active,desktop,UAE,6,2,0.9302,1,5,payment_link
TXN017784,CUST03099,1660.59,INR,netbanking,insufficient_funds,1,6,3,1214.3,13532.19,46,0.539,inactive,mobile,UAE,23,0,0.4172,0,0,escalate
TXN017785,CUST02034,924.65,INR,upi,expired_card,4,6,0,765.07,6482.29,28,0.18,active,desktop,Singapore,8,2,0.481,1,66,reminder
TXN017786,CUST03172,1822.18,INR,upi,insufficient_funds,2,13,6,4640.61,54690.34,34,0.481,active,mobile,USA,13,1,0.9096,1,28,retry
TXN017787,CUST00650,1321.72,INR,upi,issuer_decline,2,11,2,2423.09,33211.46,111,0.711,trial,mobile,UK,13,4,0.8075,1,29,payment_link
TXN017788,CUST02884,3885.53,INR,upi,insufficient_funds,1,5,2,7096.68,67045.9,143,0.711,active,tablet,UAE,17,0,0.8203,1,28,retry
TXN017789,CUST03166,12102.21,INR,upi,network_error,1,7,1,13857.52,99192.64,169,1.005,trial,mobile,USA,17,6,0.9647,1,37,payment_link
TXN017790,CUST01167,1240.47,INR,card,bank_timeout,1,6,2,3771.68,21652.35,134,0.974,active,desktop,India,21,5,0.9549,1,21,payment_link
TXN017791,CUST03962,10014.31,INR,upi,bank_timeout,2,8,0,1431.35,17396.49,12,0.201,inactive,mobile,India,21,2,0.9249,1,30,payment_link
TXN017792,CUST04433,10334.74,INR,netbanking,issuer_decline,1,6,2,4067.19,25570.14,97,1.046,inactive,tablet,Singapore,8,4,0.6204,1,47,reminder
TXN017793,CUST01245,496.06,INR,card,network_error,2,5,2,9135.92,40910.29,80,1.339,trial,mobile,UAE,5,1,0.97,1,35,payment_link
TXN017794,CUST03517,1750.54,INR,card,incorrect_otp,4,5,1,912.98,5133.85,33,0.022,active,mobile,UK,3,1,0.5228,1,54,reminder
TXN017795,CUST00029,1434.36,INR,netbanking,expired_card,1,14,2,1404.0,19154.46,134,1.016,active,desktop,USA,15,2,0.8945,1,29,retry
TXN017796,CUST03277,6311.45,INR,card,bank_timeout,1,11,1,1932.61,36323.07,116,1.819,active,mobile,USA,14,5,0.97,1,23,payment_link
TXN017797,CUST02955,2771.24,INR,upi,issuer_decline,1,12,1,957.97,20553.46,20,1.789,trial,mobile,India,18,6,0.97,1,25,payment_link
TXN017798,CUST04265,920.45,INR,card,incorrect_otp,1,2,1,1716.31,3814.4,67,0.222,inactive,mobile,USA,10,6,0.7007,1,31,reminder
TXN017799,CUST03361,4415.07,INR,card,insufficient_funds,1,12,0,970.92,15936.23,163,0.828,active,desktop,UK,22,2,0.9085,1,57,retry
TXN017800,CUST04037,4267.12,INR,card,bank_timeout,1,7,1,1614.42,11469.37,173,0.825,active,mobile,Singapore,19,0,0.956,1,23,payment_link
TXN017801,CUST02455,9829.32,INR,card,issuer_decline,1,7,3,823.56,6533.7,105,1.279,inactive,mobile,UAE,21,1,0.7386,1,15,reminder
TXN017802,CUST03593,2909.43,INR,card,network_error,1,7,1,2741.61,23856.89,7,1.202,active,mobile,UK,14,4,0.97,1,23,payment_link
TXN017803,CUST02731,9242.77,INR,upi,network_error,4,8,3,1501.26,14040.24,67,0.702,active,mobile,UAE,18,1,0.9317,1,22,payment_link
TXN017804,CUST02241,10675.42,INR,card,network_error,3,7,3,2891.42,23343.16,123,0.049,active,desktop,UK,8,4,0.6772,0,0,reminder
TXN017805,CUST04278,19737.42,INR,upi,bank_timeout,1,14,4,800.21,10673.99,16,0.223,active,tablet,UAE,2,4,0.97,1,45,payment_link
TXN017806,CUST03090,1487.68,INR,upi,insufficient_funds,1,8,1,3817.75,44532.65,119,1.78,active,tablet,India,21,2,0.9415,1,26,retry
TXN017807,CUST04758,16636.61,INR,card,insufficient_funds,1,5,2,1492.56,13321.59,101,0.891,active,mobile,UK,16,0,0.7363,0,0,reminder
TXN017808,CUST00314,3160.22,INR,card,bank_timeout,2,6,0,1515.57,17624.96,76,1.312,inactive,desktop,USA,15,4,0.9269,1,25,payment_link
TXN017809,CUST02211,19158.03,INR,upi,bank_timeout,1,8,6,2633.09,28130.06,134,0.171,trial,desktop,UAE,5,1,0.6854,0,0,reminder
TXN017810,CUST00640,3003.83,INR,upi,bank_timeout,2,9,2,8108.51,144289.71,12,0.055,inactive,mobile,USA,7,3,0.9555,1,5,payment_link
